"fips","population","county","state_abbrev","state:county"
"16037","4096","Custer","ID","ID:Custer"
"16039","26018","Elmore","ID","ID:Elmore"
"16041","13406","Franklin","ID","ID:Franklin"
"16043","12943","Fremont","ID","ID:Fremont"
"16045","17184","Gem","ID","ID:Gem"
"16047","15185","Gooding","ID","ID:Gooding"
"16049","16156","Idaho","ID","ID:Idaho"
"16051","27839","Jefferson","ID","ID:Jefferson"
"16053","22994","Jerome","ID","ID:Jerome"
"16055","154311","Kootenai","ID","ID:Kootenai"
"16057","39196","Latah","ID","ID:Latah"
"16059","7723","Lemhi","ID","ID:Lemhi"
"16061","3853","Lewis","ID","ID:Lewis"
"16063","5271","Lincoln","ID","ID:Lincoln"
"16065","39048","Madison","ID","ID:Madison"
"16067","20616","Minidoka","ID","ID:Minidoka"
"16069","40369","Nez Perce","ID","ID:Nez Perce"
"16071","4343","Oneida","ID","ID:Oneida"
"16073","11389","Owyhee","ID","ID:Owyhee"
"16075","23026","Payette","ID","ID:Payette"
"16077","7654","Power","ID","ID:Power"
"16079","12452","Shoshone","ID","ID:Shoshone"
"16081","10960","Teton","ID","ID:Teton"
"16083","83514","Twin Falls","ID","ID:Twin Falls"
"16085","10496","Valley","ID","ID:Valley"
"16087","10172","Washington","ID","ID:Washington"
"17001","66578","Adams","IL","IL:Adams"
"17003","6478","Alexander","IL","IL:Alexander"
"17005","16824","Bond","IL","IL:Bond"
"17007","53503","Boone","IL","IL:Boone"
"17009","6762","Brown","IL","IL:Brown"
"17011","33359","Bureau","IL","IL:Bureau"
"17013","4894","Calhoun","IL","IL:Calhoun"
"17015","14539","Carroll","IL","IL:Carroll"
"17017","12676","Cass","IL","IL:Cass"
"17019","208419","Champaign","IL","IL:Champaign"
"17021","33309","Christian","IL","IL:Christian"
"17023","15938","Clark","IL","IL:Clark"
"17025","13300","Clay","IL","IL:Clay"
"17027","37729","Clinton","IL","IL:Clinton"
"17029","52343","Coles","IL","IL:Coles"
"17031","5203499","Cook","IL","IL:Cook"
"17033","19308","Crawford","IL","IL:Crawford"
"17035","10858","Cumberland","IL","IL:Cumberland"
"17037","104528","DeKalb","IL","IL:DeKalb"
"17039","16226","De Witt","IL","IL:De Witt"
"17041","19630","Douglas","IL","IL:Douglas"
"17043","929368","DuPage","IL","IL:DuPage"
"17045","17566","Edgar","IL","IL:Edgar"
"17047","6523","Edwards","IL","IL:Edwards"
"17049","34386","Effingham","IL","IL:Effingham"
"17051","21789","Fayette","IL","IL:Fayette"
"17053","13575","Ford","IL","IL:Ford"
"17055","39156","Franklin","IL","IL:Franklin"
"17057","35536","Fulton","IL","IL:Fulton"
"17059","5212","Gallatin","IL","IL:Gallatin"
"17061","13093","Greene","IL","IL:Greene"
"17063","50437","Grundy","IL","IL:Grundy"
"17065","8061","Hamilton","IL","IL:Hamilton"
"17067","18508","Hancock","IL","IL:Hancock"
"17069","4024","Hardin","IL","IL:Hardin"
"17071","6869","Henderson","IL","IL:Henderson"
"17073","49280","Henry","IL","IL:Henry"
"17075","28334","Iroquois","IL","IL:Iroquois"
"17077","58870","Jackson","IL","IL:Jackson"
"17079","9536","Jasper","IL","IL:Jasper"
"17081","38460","Jefferson","IL","IL:Jefferson"
"17083","22025","Jersey","IL","IL:Jersey"
"17085","21770","Jo Daviess","IL","IL:Jo Daviess"
"17087","12902","Johnson","IL","IL:Johnson"
"17089","531715","Kane","IL","IL:Kane"
"17091","110008","Kankakee","IL","IL:Kankakee"
"17093","124695","Kendall","IL","IL:Kendall"
"17095","50938","Knox","IL","IL:Knox"
"17097","703047","Lake","IL","IL:Lake"
"17099","110642","LaSalle","IL","IL:LaSalle"
"17101","16377","Lawrence","IL","IL:Lawrence"
"17103","34251","Lee","IL","IL:Lee"
"17105","36526","Livingston","IL","IL:Livingston"
"17107","29527","Logan","IL","IL:Logan"
"17109","30996","McDonough","IL","IL:McDonough"
"17111","307004","McHenry","IL","IL:McHenry"
"17113","172418","McLean","IL","IL:McLean"
"17115","106550","Macon","IL","IL:Macon"
"17117","45908","Macoupin","IL","IL:Macoupin"
"17119","265759","Madison","IL","IL:Madison"
"17121","38140","Marion","IL","IL:Marion"
"17123","11939","Marshall","IL","IL:Marshall"
"17125","13507","Mason","IL","IL:Mason"
"17127","14658","Massac","IL","IL:Massac"
"17129","12516","Menard","IL","IL:Menard"
"17131","15730","Mercer","IL","IL:Mercer"
"17133","34068","Monroe","IL","IL:Monroe"
"17135","28952","Montgomery","IL","IL:Montgomery"
"17137","34277","Morgan","IL","IL:Morgan"
"17139","14827","Moultrie","IL","IL:Moultrie"
"17141","51273","Ogle","IL","IL:Ogle"
"17143","185006","Peoria","IL","IL:Peoria"
"17145","21357","Perry","IL","IL:Perry"
"17147","16560","Piatt","IL","IL:Piatt"
"17149","15950","Pike","IL","IL:Pike"
"17151","4157","Pope","IL","IL:Pope"
"17153","5619","Pulaski","IL","IL:Pulaski"
"17155","5611","Putnam","IL","IL:Putnam"
"17157","32621","Randolph","IL","IL:Randolph"
"17159","15930","Richland","IL","IL:Richland"
"17161","144784","Rock Island","IL","IL:Rock Island"
"17163","262759","St. Clair","IL","IL:St. Clair"
"17165","24307","Saline","IL","IL:Saline"
"17167","197499","Sangamon","IL","IL:Sangamon"
"17169","6923","Schuyler","IL","IL:Schuyler"
"17171","5053","Scott","IL","IL:Scott"
"17173","21717","Shelby","IL","IL:Shelby"
"17175","5776","Stark","IL","IL:Stark"
"17177","45624","Stephenson","IL","IL:Stephenson"
"17179","134385","Tazewell","IL","IL:Tazewell"
"17181","17212","Union","IL","IL:Union"
"17183","78111","Vermilion","IL","IL:Vermilion"
"17185","11492","Wabash","IL","IL:Wabash"
"17187","17378","Warren","IL","IL:Warren"
"17189","14154","Washington","IL","IL:Washington"
"17191","16396","Wayne","IL","IL:Wayne"
"17193","14292","White","IL","IL:White"
"17195","56536","Whiteside","IL","IL:Whiteside"
"17197","689529","Will","IL","IL:Will"
"17199","67560","Williamson","IL","IL:Williamson"
"17201","285873","Winnebago","IL","IL:Winnebago"
"17203","39140","Woodford","IL","IL:Woodford"
"18001","35232","Adams","IN","IN:Adams"
"18003","370404","Allen","IN","IN:Allen"
"18005","81402","Bartholomew","IN","IN:Bartholomew"
"18007","8650","Benton","IN","IN:Benton"
"18009","12149","Blackford","IN","IN:Blackford"
"18011","64653","Boone","IN","IN:Boone"
"18013","14912","Brown","IN","IN:Brown"
"18015","19970","Carroll","IN","IN:Carroll"
"18017","37946","Cass","IN","IN:Cass"
"18019","116031","Clark","IN","IN:Clark"
"18021","26309","Clay","IN","IN:Clay"
"18023","32457","Clinton","IN","IN:Clinton"
"18025","10539","Crawford","IN","IN:Crawford"
"18027","32969","Daviess","IN","IN:Daviess"
"18029","49331","Dearborn","IN","IN:Dearborn"
"18031","26598","Decatur","IN","IN:Decatur"
"18033","42746","DeKalb","IN","IN:DeKalb"
"18035","115603","Delaware","IN","IN:Delaware"
"18037","42552","Dubois","IN","IN:Dubois"
"18039","203781","Elkhart","IN","IN:Elkhart"
"18041","23331","Fayette","IN","IN:Fayette"
"18043","76990","Floyd","IN","IN:Floyd"
"18045","16486","Fountain","IN","IN:Fountain"
"18047","22715","Franklin","IN","IN:Franklin"
"18049","20139","Fulton","IN","IN:Fulton"
"18051","33703","Gibson","IN","IN:Gibson"
"18053","66937","Grant","IN","IN:Grant"
"18055","32211","Greene","IN","IN:Greene"
"18057","316373","Hamilton","IN","IN:Hamilton"
"18059","73717","Hancock","IN","IN:Hancock"
"18061","39826","Harrison","IN","IN:Harrison"
"18063","160610","Hendricks","IN","IN:Hendricks"
"18065","48521","Henry","IN","IN:Henry"
"18067","82568","Howard","IN","IN:Howard"
"18069","36400","Huntington","IN","IN:Huntington"
"18071","44013","Jackson","IN","IN:Jackson"
"18073","33433","Jasper","IN","IN:Jasper"
"18075","21046","Jay","IN","IN:Jay"
"18077","32418","Jefferson","IN","IN:Jefferson"
"18079","27758","Jennings","IN","IN:Jennings"
"18081","151982","Johnson","IN","IN:Johnson"
"18083","37744","Knox","IN","IN:Knox"
"18085","79092","Kosciusko","IN","IN:Kosciusko"
"18087","39110","LaGrange","IN","IN:LaGrange"
"18089","485846","Lake","IN","IN:Lake"
"18091","110015","LaPorte","IN","IN:LaPorte"
"18093","45518","Lawrence","IN","IN:Lawrence"
"18095","129296","Madison","IN","IN:Madison"
"18097","941229","Marion","IN","IN:Marion"
"18099","46556","Marshall","IN","IN:Marshall"
"18101","10171","Martin","IN","IN:Martin"
"18103","35883","Miami","IN","IN:Miami"
"18105","145496","Monroe","IN","IN:Monroe"
"18107","38074","Montgomery","IN","IN:Montgomery"
"18109","69698","Morgan","IN","IN:Morgan"
"18111","13924","Newton","IN","IN:Newton"
"18113","47638","Noble","IN","IN:Noble"
"18115","5932","Ohio","IN","IN:Ohio"
"18117","19335","Orange","IN","IN:Orange"
"18119","20840","Owen","IN","IN:Owen"
"18121","16800","Parke","IN","IN:Parke"
"18123","18966","Perry","IN","IN:Perry"
"18125","12431","Pike","IN","IN:Pike"
"18127","167791","Porter","IN","IN:Porter"
"18129","25476","Posey","IN","IN:Posey"
"18131","12660","Pulaski","IN","IN:Pulaski"
"18133","37436","Putnam","IN","IN:Putnam"
"18135","25082","Randolph","IN","IN:Randolph"
"18137","28846","Ripley","IN","IN:Ripley"
"18139","16649","Rush","IN","IN:Rush"
"18141","269141","St. Joseph","IN","IN:St. Joseph"
"18143","23730","Scott","IN","IN:Scott"
"18145","44324","Shelby","IN","IN:Shelby"
"18147","20648","Spencer","IN","IN:Spencer"
"18149","23009","Starke","IN","IN:Starke"
"18151","34116","Steuben","IN","IN:Steuben"
"18153","20802","Sullivan","IN","IN:Sullivan"
"18155","10527","Switzerland","IN","IN:Switzerland"
"18157","188059","Tippecanoe","IN","IN:Tippecanoe"
"18159","15182","Tipton","IN","IN:Tipton"
"18161","7212","Union","IN","IN:Union"
"18163","181721","Vanderburgh","IN","IN:Vanderburgh"
"18165","15645","Vermillion","IN","IN:Vermillion"
"18167","107931","Vigo","IN","IN:Vigo"
"18169","31762","Wabash","IN","IN:Wabash"
"18171","8166","Warren","IN","IN:Warren"
"18173","62498","Warrick","IN","IN:Warrick"
"18175","27670","Washington","IN","IN:Washington"
"18177","66568","Wayne","IN","IN:Wayne"
"18179","27949","Wells","IN","IN:Wells"
"18181","23999","White","IN","IN:White"
"18183","33449","Whitley","IN","IN:Whitley"
"19001","7092","Adair","IA","IA:Adair"
"19003","3693","Adams","IA","IA:Adams"
"19005","13884","Allamakee","IA","IA:Allamakee"
"19007","12462","Appanoose","IA","IA:Appanoose"
"19009","5678","Audubon","IA","IA:Audubon"
"19011","25699","Benton","IA","IA:Benton"
"19013","132904","Black Hawk","IA","IA:Black Hawk"
"19015","26532","Boone","IA","IA:Boone"
"19017","24798","Bremer","IA","IA:Bremer"
"19019","20992","Buchanan","IA","IA:Buchanan"
"19021","20332","Buena Vista","IA","IA:Buena Vista"
"19023","14791","Butler","IA","IA:Butler"
"19025","9846","Calhoun","IA","IA:Calhoun"
"19027","20437","Carroll","IA","IA:Carroll"
"19029","13157","Cass","IA","IA:Cass"
"19031","18454","Cedar","IA","IA:Cedar"
"19033","43070","Cerro Gordo","IA","IA:Cerro Gordo"
"19035","11508","Cherokee","IA","IA:Cherokee"
"19037","12023","Chickasaw","IA","IA:Chickasaw"
"19039","9309","Clarke","IA","IA:Clarke"
"19041","16333","Clay","IA","IA:Clay"
"19043","17590","Clayton","IA","IA:Clayton"
"19045","47309","Clinton","IA","IA:Clinton"
"19047","16940","Crawford","IA","IA:Crawford"
"19049","84516","Dallas","IA","IA:Dallas"
"19051","8860","Davis","IA","IA:Davis"
"19053","8141","Decatur","IA","IA:Decatur"
"19055","17327","Delaware","IA","IA:Delaware"
"19057","39739","Des Moines","IA","IA:Des Moines"
"19059","17243","Dickinson","IA","IA:Dickinson"
"19061","97003","Dubuque","IA","IA:Dubuque"
"19063","9658","Emmet","IA","IA:Emmet"
"19065","20054","Fayette","IA","IA:Fayette"
"19067","15873","Floyd","IA","IA:Floyd"
"19069","10170","Franklin","IA","IA:Franklin"
"19071","6950","Fremont","IA","IA:Fremont"
"19073","9011","Greene","IA","IA:Greene"
"19075","12313","Grundy","IA","IA:Grundy"
"19077","10625","Guthrie","IA","IA:Guthrie"
"19079","15076","Hamilton","IA","IA:Hamilton"
"19081","10835","Hancock","IA","IA:Hancock"
"19083","17226","Hardin","IA","IA:Hardin"
"19085","14149","Harrison","IA","IA:Harrison"
"19087","19773","Henry","IA","IA:Henry"
"19089","9332","Howard","IA","IA:Howard"
"19091","9487","Humboldt","IA","IA:Humboldt"
"19093","6985","Ida","IA","IA:Ida"
"19095","16311","Iowa","IA","IA:Iowa"
"19097","19472","Jackson","IA","IA:Jackson"
"19099","36708","Jasper","IA","IA:Jasper"
"19101","18090","Jefferson","IA","IA:Jefferson"
"19103","146547","Johnson","IA","IA:Johnson"
"19105","20439","Jones","IA","IA:Jones"
"19107","10119","Keokuk","IA","IA:Keokuk"
"19109","15114","Kossuth","IA","IA:Kossuth"
"19111","34615","Lee","IA","IA:Lee"
"19113","221661","Linn","IA","IA:Linn"
"19115","11142","Louisa","IA","IA:Louisa"
"19117","8647","Lucas","IA","IA:Lucas"
"19119","11754","Lyon","IA","IA:Lyon"
"19121","15848","Madison","IA","IA:Madison"
"19123","22181","Mahaska","IA","IA:Mahaska"
"19125","33189","Marion","IA","IA:Marion"
"19127","40312","Marshall","IA","IA:Marshall"
"19129","14972","Mills","IA","IA:Mills"
"19131","10763","Mitchell","IA","IA:Mitchell"
"19133","8898","Monona","IA","IA:Monona"
"19135","7870","Monroe","IA","IA:Monroe"
"19137","10225","Montgomery","IA","IA:Montgomery"
"19139","42940","Muscatine","IA","IA:Muscatine"
"19141","14020","O'Brien","IA","IA:O'Brien"
"19143","6064","Osceola","IA","IA:Osceola"
"19145","15391","Page","IA","IA:Page"
"19147","9047","Palo Alto","IA","IA:Palo Alto"
"19149","25200","Plymouth","IA","IA:Plymouth"
"19151","6886","Pocahontas","IA","IA:Pocahontas"
"19153","474045","Polk","IA","IA:Polk"
"19155","93582","Pottawattamie","IA","IA:Pottawattamie"
"19157","18533","Poweshiek","IA","IA:Poweshiek"
"19159","5068","Ringgold","IA","IA:Ringgold"
"19161","9876","Sac","IA","IA:Sac"
"19163","172474","Scott","IA","IA:Scott"
"19165","11800","Shelby","IA","IA:Shelby"
"19167","34898","Sioux","IA","IA:Sioux"
"19169","97090","Story","IA","IA:Story"
"19171","17319","Tama","IA","IA:Tama"
"19173","6216","Taylor","IA","IA:Taylor"
"19175","12420","Union","IA","IA:Union"
"19177","7271","Van Buren","IA","IA:Van Buren"
"19179","34982","Wapello","IA","IA:Wapello"
"19181","49691","Warren","IA","IA:Warren"
"19183","22281","Washington","IA","IA:Washington"
"19185","6452","Wayne","IA","IA:Wayne"
"19187","36769","Webster","IA","IA:Webster"
"19189","10631","Winnebago","IA","IA:Winnebago"
"19191","20561","Winneshiek","IA","IA:Winneshiek"
"19193","102779","Woodbury","IA","IA:Woodbury"
"19195","7572","Worth","IA","IA:Worth"
"19197","12779","Wright","IA","IA:Wright"
"20001","12714","Allen","KS","KS:Allen"
"20003","7827","Anderson","KS","KS:Anderson"
"20005","16380","Atchison","KS","KS:Atchison"
"20007","4688","Barber","KS","KS:Barber"
"20009","26775","Barton","KS","KS:Barton"
"20011","14617","Bourbon","KS","KS:Bourbon"
"20013","9684","Brown","KS","KS:Brown"
"20015","67025","Butler","KS","KS:Butler"
"20017","2669","Chase","KS","KS:Chase"
"20019","3374","Chautauqua","KS","KS:Chautauqua"
"20021","20246","Cherokee","KS","KS:Cherokee"
"20025","2072","Clark","KS","KS:Clark"
"20027","8143","Clay","KS","KS:Clay"
"20029","9150","Cloud","KS","KS:Cloud"
"20031","8433","Coffey","KS","KS:Coffey"
"20033","1862","Comanche","KS","KS:Comanche"
"20035","35753","Cowley","KS","KS:Cowley"
"20037","39164","Crawford","KS","KS:Crawford"
"20039","2832","Decatur","KS","KS:Decatur"
"20041","19064","Dickinson","KS","KS:Dickinson"
"20043","7664","Doniphan","KS","KS:Doniphan"
"20045","119440","Douglas","KS","KS:Douglas"
"20047","2938","Edwards","KS","KS:Edwards"
"20049","2547","Elk","KS","KS:Elk"
"20051","28893","Ellis","KS","KS:Ellis"
"20053","6328","Ellsworth","KS","KS:Ellsworth"
"20055","36722","Finney","KS","KS:Finney"
"20057","33971","Ford","KS","KS:Ford"
"20059","25560","Franklin","KS","KS:Franklin"
"20061","35586","Geary","KS","KS:Geary"
"20063","2589","Gove","KS","KS:Gove"
"20065","2564","Graham","KS","KS:Graham"
"20067","7646","Grant","KS","KS:Grant"
"20069","6034","Gray","KS","KS:Gray"
"20071","1296","Greeley","KS","KS:Greeley"
"20073","6151","Greenwood","KS","KS:Greenwood"
"20075","2536","Hamilton","KS","KS:Hamilton"
"20077","5685","Harper","KS","KS:Harper"
"20079","34913","Harvey","KS","KS:Harvey"
"20081","4006","Haskell","KS","KS:Haskell"
"20083","1870","Hodgeman","KS","KS:Hodgeman"
"20085","13291","Jackson","KS","KS:Jackson"
"20087","18897","Jefferson","KS","KS:Jefferson"
"20089","2901","Jewell","KS","KS:Jewell"
"20091","584451","Johnson","KS","KS:Johnson"
"20093","3917","Kearny","KS","KS:Kearny"
"20095","7467","Kingman","KS","KS:Kingman"
"20097","2483","Kiowa","KS","KS:Kiowa"
"20099","20444","Labette","KS","KS:Labette"
"20101","1636","Lane","KS","KS:Lane"
"20103","80204","Leavenworth","KS","KS:Leavenworth"
"20105","3073","Lincoln","KS","KS:Lincoln"
"20107","9558","Linn","KS","KS:Linn"
"20109","2831","Logan","KS","KS:Logan"
"20111","33510","Lyon","KS","KS:Lyon"
"20113","28804","McPherson","KS","KS:McPherson"
"20115","12112","Marion","KS","KS:Marion"
"20117","9836","Marshall","KS","KS:Marshall"
"20119","4216","Meade","KS","KS:Meade"
"20121","32964","Miami","KS","KS:Miami"
"20123","6243","Mitchell","KS","KS:Mitchell"
"20125","32746","Montgomery","KS","KS:Montgomery"
"20127","5573","Morris","KS","KS:Morris"
"20129","2848","Morton","KS","KS:Morton"
"20131","10241","Nemaha","KS","KS:Nemaha"
"20133","16146","Neosho","KS","KS:Neosho"
"20135","2962","Ness","KS","KS:Ness"
"20137","5493","Norton","KS","KS:Norton"
"20139","15843","Osage","KS","KS:Osage"
"20141","3642","Osborne","KS","KS:Osborne"
"20143","5920","Ottawa","KS","KS:Ottawa"
"20145","6743","Pawnee","KS","KS:Pawnee"
"20147","5428","Phillips","KS","KS:Phillips"
"20149","23661","Pottawatomie","KS","KS:Pottawatomie"
"20151","9584","Pratt","KS","KS:Pratt"
"20153","2549","Rawlins","KS","KS:Rawlins"
"20155","63220","Reno","KS","KS:Reno"
"20157","4699","Republic","KS","KS:Republic"
"20159","9831","Rice","KS","KS:Rice"
"20161","73343","Riley","KS","KS:Riley"
"20163","5076","Rooks","KS","KS:Rooks"
"20165","3058","Rush","KS","KS:Rush"
"20167","6988","Russell","KS","KS:Russell"
"20169","55142","Saline","KS","KS:Saline"
"20171","5032","Scott","KS","KS:Scott"
"20173","511995","Sedgwick","KS","KS:Sedgwick"
"20175","22709","Seward","KS","KS:Seward"
"20177","178146","Shawnee","KS","KS:Shawnee"
"20179","2509","Sheridan","KS","KS:Sheridan"
"20181","5965","Sherman","KS","KS:Sherman"
"20183","3632","Smith","KS","KS:Smith"
"20185","4208","Stafford","KS","KS:Stafford"
"20187","2062","Stanton","KS","KS:Stanton"
"20189","5584","Stevens","KS","KS:Stevens"
"20191","23272","Sumner","KS","KS:Sumner"
"20193","7892","Thomas","KS","KS:Thomas"
"20195","2872","Trego","KS","KS:Trego"
"20197","6891","Wabaunsee","KS","KS:Wabaunsee"
"20201","5546","Washington","KS","KS:Washington"
"20203","2112","Wichita","KS","KS:Wichita"
"20205","8723","Wilson","KS","KS:Wilson"
"20207","3165","Woodson","KS","KS:Woodson"
"20209","163831","Wyandotte","KS","KS:Wyandotte"
"21001","19280","Adair","KY","KY:Adair"
"21003","20631","Allen","KY","KY:Allen"
"21005","22158","Anderson","KY","KY:Anderson"
"21007","8054","Ballard","KY","KY:Ballard"
"21009","43993","Barren","KY","KY:Barren"
"21011","12327","Bath","KY","KY:Bath"
"21013","27117","Bell","KY","KY:Bell"
"21015","128536","Boone","KY","KY:Boone"
"21017","20030","Bourbon","KY","KY:Bourbon"
"21019","48132","Boyd","KY","KY:Boyd"
"21021","30018","Boyle","KY","KY:Boyle"
"21023","8400","Bracken","KY","KY:Bracken"
"21025","13284","Breathitt","KY","KY:Breathitt"
"21027","19961","Breckinridge","KY","KY:Breckinridge"
"21029","79151","Bullitt","KY","KY:Bullitt"
"21031","12845","Butler","KY","KY:Butler"
"21033","12568","Caldwell","KY","KY:Caldwell"
"21035","38437","Calloway","KY","KY:Calloway"
"21037","92211","Campbell","KY","KY:Campbell"
"21039","4855","Carlisle","KY","KY:Carlisle"
"21041","10679","Carroll","KY","KY:Carroll"
"21043","27046","Carter","KY","KY:Carter"
"21045","15815","Casey","KY","KY:Casey"
"21047","72351","Christian","KY","KY:Christian"
"21049","35819","Clark","KY","KY:Clark"
"21051","20766","Clay","KY","KY:Clay"
"21053","10177","Clinton","KY","KY:Clinton"
"21055","9188","Crittenden","KY","KY:Crittenden"
"21057","6738","Cumberland","KY","KY:Cumberland"
"21059","99674","Daviess","KY","KY:Daviess"
"21061","12114","Edmonson","KY","KY:Edmonson"
"21063","7588","Elliott","KY","KY:Elliott"
"21065","14307","Estill","KY","KY:Estill"
"21067","318449","Fayette","KY","KY:Fayette"
"21069","14507","Fleming","KY","KY:Fleming"
"21071","37110","Floyd","KY","KY:Floyd"
"21073","50560","Franklin","KY","KY:Franklin"
"21075","6179","Fulton","KY","KY:Fulton"
"21077","8609","Gallatin","KY","KY:Gallatin"
"21079","17292","Garrard","KY","KY:Garrard"
"21081","24923","Grant","KY","KY:Grant"
"21083","37182","Graves","KY","KY:Graves"
"21085","26184","Grayson","KY","KY:Grayson"
"21087","11060","Green","KY","KY:Green"
"21089","35893","Greenup","KY","KY:Greenup"
"21091","8810","Hancock","KY","KY:Hancock"
"21093","107316","Hardin","KY","KY:Hardin"
"21095","27168","Harlan","KY","KY:Harlan"
"21097","18646","Harrison","KY","KY:Harrison"
"21099","18627","Hart","KY","KY:Hart"
"21101","46253","Henderson","KY","KY:Henderson"
"21103","15818","Henry","KY","KY:Henry"
"21105","4627","Hickman","KY","KY:Hickman"
"21107","45904","Hopkins","KY","KY:Hopkins"
"21109","13368","Jackson","KY","KY:Jackson"
"21111","765352","Jefferson","KY","KY:Jefferson"
"21113","52357","Jessamine","KY","KY:Jessamine"
"21115","22978","Johnson","KY","KY:Johnson"
"21117","164945","Kenton","KY","KY:Kenton"
"21119","15544","Knott","KY","KY:Knott"
"21121","31687","Knox","KY","KY:Knox"
"21123","14096","Larue","KY","KY:Larue"
"21125","60250","Laurel","KY","KY:Laurel"
"21127","15863","Lawrence","KY","KY:Lawrence"
"21129","6580","Lee","KY","KY:Lee"
"21131","10538","Leslie","KY","KY:Leslie"
"21133","22773","Letcher","KY","KY:Letcher"
"21135","13442","Lewis","KY","KY:Lewis"
"21137","24372","Lincoln","KY","KY:Lincoln"
"21139","9269","Livingston","KY","KY:Livingston"
"21141","26593","Logan","KY","KY:Logan"
"21143","8069","Lyon","KY","KY:Lyon"
"21145","65162","McCracken","KY","KY:McCracken"
"21147","17511","McCreary","KY","KY:McCreary"
"21149","9475","McLean","KY","KY:McLean"
"21151","89547","Madison","KY","KY:Madison"
"21153","12684","Magoffin","KY","KY:Magoffin"
"21155","19205","Marion","KY","KY:Marion"
"21157","31365","Marshall","KY","KY:Marshall"
"21159","12002","Martin","KY","KY:Martin"
"21161","17190","Mason","KY","KY:Mason"
"21163","28126","Meade","KY","KY:Meade"
"21165","6408","Menifee","KY","KY:Menifee"
"21167","21477","Mercer","KY","KY:Mercer"
"21169","10018","Metcalfe","KY","KY:Metcalfe"
"21171","10588","Monroe","KY","KY:Monroe"
"21173","27771","Montgomery","KY","KY:Montgomery"
"21175","13298","Morgan","KY","KY:Morgan"
"21177","31028","Muhlenberg","KY","KY:Muhlenberg"
"21179","45559","Nelson","KY","KY:Nelson"
"21181","7084","Nicholas","KY","KY:Nicholas"
"21183","24378","Ohio","KY","KY:Ohio"
"21185","65560","Oldham","KY","KY:Oldham"
"21187","10642","Owen","KY","KY:Owen"
"21191","14560","Pendleton","KY","KY:Pendleton"
"21193","27343","Perry","KY","KY:Perry"
"21195","60555","Pike","KY","KY:Pike"
"21197","12308","Powell","KY","KY:Powell"
"21199","63956","Pulaski","KY","KY:Pulaski"
"21203","16850","Rockcastle","KY","KY:Rockcastle"
"21205","24451","Rowan","KY","KY:Rowan"
"21207","17722","Russell","KY","KY:Russell"
"21209","53972","Scott","KY","KY:Scott"
"21211","46408","Shelby","KY","KY:Shelby"
"21213","18083","Simpson","KY","KY:Simpson"
"21215","18274","Spencer","KY","KY:Spencer"
"21217","25397","Taylor","KY","KY:Taylor"
"21219","12295","Todd","KY","KY:Todd"
"21221","14264","Trigg","KY","KY:Trigg"
"21223","8620","Trimble","KY","KY:Trimble"
"21225","14880","Union","KY","KY:Union"
"21227","125532","Warren","KY","KY:Warren"
"21229","12189","Washington","KY","KY:Washington"
"21231","20453","Wayne","KY","KY:Wayne"
"21233","13316","Webster","KY","KY:Webster"
"21235","36096","Whitley","KY","KY:Whitley"
"21237","7159","Wolfe","KY","KY:Wolfe"
"21239","26124","Woodford","KY","KY:Woodford"
"22001","62645","Acadia","LA","LA:Acadia"
"22003","25684","Allen","LA","LA:Allen"
"22005","121587","Ascension","LA","LA:Ascension"
"22007","22695","Assumption","LA","LA:Assumption"
"22009","41117","Avoyelles","LA","LA:Avoyelles"
"22011","36927","Beauregard","LA","LA:Beauregard"
"22013","13865","Bienville","LA","LA:Bienville"
"22015","126057","Bossier","LA","LA:Bossier"
"22017","248851","Caddo","LA","LA:Caddo"
"22019","200601","Calcasieu","LA","LA:Calcasieu"
"22021","10087","Caldwell","LA","LA:Caldwell"
"22023","6882","Cameron","LA","LA:Cameron"
"22025","9921","Catahoula","LA","LA:Catahoula"
"22027","16132","Claiborne","LA","LA:Claiborne"
"22029","19920","Concordia","LA","LA:Concordia"
"22031","27149","De Soto","LA","LA:De Soto"
"22033","447037","East Baton Rouge","LA","LA:East Baton Rouge"
"22035","7271","East Carroll","LA","LA:East Carroll"
"22037","19683","East Feliciana","LA","LA:East Feliciana"
"22039","33709","Evangeline","LA","LA:Evangeline"
"22041","20330","Franklin","LA","LA:Franklin"
"22043","22365","Grant","LA","LA:Grant"
"22045","73273","Iberia","LA","LA:Iberia"
"22047","32920","Iberville","LA","LA:Iberville"
"22049","15808","Jackson","LA","LA:Jackson"
"22051","436523","Jefferson","LA","LA:Jefferson"
"22053","31413","Jefferson Davis","LA","LA:Jefferson Davis"
"22055","241398","Lafayette","LA","LA:Lafayette"
"22057","98305","Lafourche","LA","LA:Lafourche"
"22059","15052","La Salle","LA","LA:La Salle"
"22061","47745","Lincoln","LA","LA:Lincoln"
"22063","140138","Livingston","LA","LA:Livingston"
"22065","11528","Madison","LA","LA:Madison"
"22067","26071","Morehouse","LA","LA:Morehouse"
"22069","39162","Natchitoches","LA","LA:Natchitoches"
"22071","391495","Orleans","LA","LA:Orleans"
"22073","156983","Ouachita","LA","LA:Ouachita"
"22075","23464","Plaquemines","LA","LA:Plaquemines"
"22077","22159","Pointe Coupee","LA","LA:Pointe Coupee"
"22079","132424","Rapides","LA","LA:Rapides"
"22081","8550","Red River","LA","LA:Red River"
"22083","20430","Richland","LA","LA:Richland"
